degree_id,course_id,course,done
1172,2890,,yes
1172,2891,Knowledge and Responsibility Health and Wellness,yes
1172,2892,,yes
1172,2893,Think Critically and Communicate Orally and in Writing,yes
1172,2894,,yes
1172,12519,Senior Seminar: Math Modeling,yes
1172,12529,,yes
1172,3671,Calculus II,yes
1172,3672,Linear Algebra,yes
1172,3673,Probability,yes
1172,3675,Mathematical Statistics,yes
1172,2877,Intro to R for Data Science,yes
1172,8961,Intro to Statistics with R,yes
1172,11826,Experimental Design,yes
1172,9927,Linear Models,yes
1172,10796,Machine Learning,yes
1172,10090,Techniques for Large Data Sets,yes
1172,10094,Statistical Modeling,yes
1172,10091,Programming for the Sciences,yes
1172,10095,Fundamentals of Programming I,yes
1179,10087,Medical Sciences and Human Pathophysiology,yes
1179,10089,Medical Terminology for Health Information Management,yes
1179,2433,Health Data Structures and Management,yes
1179,2435,Consumer Health: Engaging Patients Through Technology,yes
1179,2437,Principles of Evidence-Based Health Care,yes
1179,2439,Health Care Data,yes
1179,2441,Introduction to Health Informatics  ,yes
1179,2453,Information Systems for Health Information Management,yes
1179,2468,Management and Business Practices,yes
1179,2470,Methods in Biomedical and Health Informatics I,yes
1179,2472,Methods in Biomedical and Health Informatics II,yes
1179,1339,Communication Skills in Health Informatics,yes
1179,2455,Methods in Qualitative Inquiry,yes
1179,2462,Ethics and Legal Issues in Health Informatics,yes
1179,2465,Health Information Technology Evaluation,yes
1179,2466,Q Research Methodology Qualitative Research,yes
1179,2493,Informatics for the Clinical Investigator,yes
1179,13801,Health Care Information Systems,yes
1179,2436,Application of Health Care Information Systems,yes
1179,2434,Patient Safety Topics in Health Informatics,yes
1179,2438,Management of Health Care Communication Systems,yes
1179,2440,Health Care Information Security,yes
1179,2442,Health Information Systems Analysis and Design,yes
1179,2467,Process Innovation with Health Information Technology,yes
1179,2454,Mobile Health Informatics,yes
1179,2473,Advanced Topics in Mobile Health Technologies,yes
1179,6930,Social and Organizational Issues in Health Informatics,yes
1179,5489,Knowledge Management in Healthcare Organizations,yes
1179,5254,Consumer Health Informatics,yes
1179,12856,Topics in Health Informatics,yes
1179,1357,Theoretical Concepts of Clinical Decision Support Systems,yes
1179,3852,Health Information Technology and Patient Safety,yes
1179,13079,Organizational Dynamics and Health Informatics,yes
1179,1105,Health Care IT Vendor Management,yes
1179,14013,Health Care IT Administration,yes
1179,10889,Essentials of Health Data Science,yes
1179,11571,Health Data Analytics,yes
1179,7904,Artificial Intelligence,yes
1179,12066,Health Care Project Management,yes
1179,1810,Leadership Development in Health Informatics,yes
1179,2905,Health Care Systems and Personalized Medicine,yes
1179,4985,Programming for Health Analytics,yes
1179,5646,Healthcare Data Visualization,yes
1179,3239,Applied Statistics for Health Data Science,yes
1179,6071,Practicum in Health Informatics,yes
1179,7669,Research Rotations in Biomedical and Health Informatics  ,yes
1179,11277,Colloquium in Biomedical and Health Informatics  ,yes
1179,11170,Health Informatics Capstone Experience  ,yes
1179,11171,Seminar in Biomedical and Health Information Sciences  ,yes
1179,10808,Independent Study,yes
1179,8178,PhD Thesis Research,yes
1179,6867,Introduction to the Health Care System,yes
1179,8050,Coding and Classification Systems,yes
1179,12138,Coding and Reimbursement Systems,yes
1179,11608,Health Information Technology and Systems,yes
1179,11586,Health Information Management Theory and Practice,yes
1179,8086,Quality Management and Data Analysis,yes
1179,6792,Principles of Management and Human Resources,yes
1179,12070,Health Information Systems Analysis and Design,yes
1179,8035,Healthcare Financial Management,yes
1179,11760,Foundations of Health Information Management,yes
1179,8936,Healthcare Vocabularies and Clinical Classification Systems,yes
1179,2805,Healthcare Revenue Cycle Management and Compliance,yes
1179,11169,Health Information Research Methods and Evaluation,yes
1179,5163,Executive Healthcare Financial Management,yes
1179,10543,Health Information Management Capstone,yes
1179,2100,Health Information Management Seminar  ,yes
1182,5011,Accounting Analysis I,yes
1182,5003,Accounting Analysis II,yes
1182,9509,Managerial Accounting,yes
1182,9215,Auditing,yes
1182,9226,Federal Taxation,yes
1182,10871,Advanced Accounting,yes
1182,9262,Financial Reporting Standards,yes
1182,10872,Data Driven Decisions in Accounting,yes
1182,3395,Data Analytics for Management Accounting,yes
1182,9439,Data Analytics Foundations for Accountancy,yes
1182,10874,Statistical Analytics for Accountancy,yes
1182,9152,Data Analytics Applications in Accounting,yes
1182,3061,Financial Statements Analysis,yes
1182,11047,Financial Statements Fraud,yes
1182,6481,Introduction to Accounting Research,yes
1182,6468,Business Law,yes
1182,6560,Investments,yes
1182,7229,Advanced Corporate Finance,yes
1182,6475,Financial Derivatives,yes
1182,6592,Process Management,yes
1182,5338,Economics of Organizations,yes
1183,3350,Business Analytics,yes
1183,3355,Marketing Management,yes
1183,3358,Management in Organizations,yes
1183,1778,Corporate Financial Reporting,yes
1183,3352,Managerial Economics,yes
1183,8698,Managerial Finance,yes
1183,3354,Foundations in Strategy,yes
1183,10869,Operations and Supply Chain,yes
1183,3356,Business Integration,yes
1183,5738,Data and Decisions,yes
1183,5740,Data Management and Visual Analytics,yes
1183,5743,Advanced Analytics,yes
1183,5137,Data Programming in R,yes
1183,3349,Data Science,yes
1183,2360,Analytics Experience ,yes
1183,2361,Data Programming in Python,yes
1183,2362,Text Analytics,yes
1183,2363,Big Data Management and Analytics,yes
1183,2364,Applied Optimization,yes
1183,2365,Information Visualization,yes
1183,9390,Financial Analytics,yes
1183,9391,Healthcare Analytics,yes
1183,6547,Supply Chain Analytics,yes
1183,11348,Digital Marketing Analytics,yes
1181,6635,Statistical Analysis,yes
1181,9523,Biostatistics,yes
1181,6339,Methods of Applied Statistics,yes
1181,13868,Basics of Statistical Learning ,yes
1181,10622,Advanced Data Analysis,yes
1181,3467,"Data structures, programming and visualization ",yes
1181,13868,Introductory Matrix Theory,yes
1181,5553,Applied Linear Algebra,yes
1181,3246,Statistics Programming Methods,yes
1181,6501,Statistical Computing,yes
1181,3465,Statistical Data Management,yes
1181,13868,Data Science Foundations,yes
1181,5553,Interdisciplinary data science,yes
1181,3246,Intro to Applied Econometrics,yes
1181,1796,Spatial Analysis,yes
1181,8859,Intro to GIS Systems,yes
1181,6634,Tools & Tech Spch & Lang Proc.,yes
1181,9523,Intro to Computational Ling,yes
1181,3468,Computing in Molecular Biology,yes
1181,13868,Intro to Pol Research,yes
1181,5553,Social Research Methods,yes
1181,3246,Demographic Methods,yes
1181,1796,Professional Statistics,yes
1187,3471,Computational Theory and Data Visualization,yes
1187,13868,Foundations of Probability and Inference,yes
1187,10622,Statistical Computing with SAS,yes
1187,3472,Regression Modeling,yes
1187,13868,Design of Experiments,yes
1187,10622,Applied Multivariate Statistics,yes
1187,3469,Advanced Programming with R,yes
1187,13868,Advanced Statistical Modeling,yes
1187,10622,Applied Bayesian Analysis,yes
1187,9523,Statistical Quality Control,yes
1187,3464,Advanced Statistical Methods,yes
1194,13868,Doctoral Seminar,yes
1194,10622,Individual Research Experience,yes
1186,3461,"Professionalism, Ethics and Leadership in the Statistical Sciences",yes
1186,13868,SAS Programming I,yes
1186,5553,Nonparametric Methods,yes
1186,3246,Experimental Design,yes
1186,1796,Categorical Data Analysis,yes
1186,3463,Linear Regression,yes
1186,13868,Survival Analysis,yes
1186,10622,Mathematical Statistics,yes
1186,3466,Mathematical Statistics II,yes
1186,13868,Collaborative Research Experience,yes
1186,10622,Linear Models,yes
1186,9523,Bayesian Statistics,yes
1186,3462,Theory of Statistical Inference,yes
1186,13868,Doctoral Dissertation,yes
1198,5553,Introduction to Data Science,yes
1198,1796,Introduction to Data Analysis and Machine Learning,yes
1198,3470,Platforms for Big Data Processing,yes
1198,13868,Data Management,yes
1198,5553,Ethical and Legal Issues in Data Science,yes
1198,1796,Capstone in Data Science,yes
1198,6838,Management Leadership and Communications,yes
1202,8187,Formal Language Theory,yes
1202,12829,Algorithms for Data Science,yes
1202,11355,Software Engineering: synthesis and development,yes
1202,11871,Machine Learning,yes
1202,12830,Introduction to Simulation,yes
1202,8172,Data Visualization and Exploration,yes
1202,11881,Advanced Algorithms,yes
1202,5296,Database Design and Implementation,yes
1202,13429,Distributed and Operating Systems,yes
1202,6088,Artificial Intelligence,yes
1202,5315,Advanced Natural Language Processing,yes
1202,4826,Probabilistic Graphical Models,yes
1202,12187,Optimization in Computer Science,yes
1202,12188,Visual Analytics,yes
1203,12191,Algorithms for Data Science,yes
1203,12193,Machine Learning,yes
1203,8883,Data Visualization and Exploration,yes
1203,4839,Advanced Natural Language Processing,yes
1203,4840,,yes
1203,1707,,yes
1204,10545,Artificial Intelligence and Business,yes
1204,10546,Business Intelligence & Analytics,yes
1204,10547,Digital Marketing,yes
1204,10548,Ecommerce Logistics,yes
1204,10549,Healthcare Data Analytics,yes
1204,10550,Quality Analytics,yes
1204,9806,Salesforce/Marketing & Sales,yes
1204,8884,Strategic Business Decisions/Gaming Simulation,yes
1204,7376,Supply Chain Analytics,yes
1205,10551,Introduction to Numerical Computing with Python,yes
1205,4824,Machine Learning,yes
1205,4827,Machine Learning,yes
1205,2996,Algorithms for Data Science,yes
1205,2997,Systems for Data Science,yes
1205,756,A Computational Statistics,yes
1205,757,Intro to Probability and Math Statistics,yes
1205,759,Mathematical Statistics I,yes
1205,760,Mathematical Statistics II,yes
1205,761,Regression Modeling,yes
1205,765,Linear Models,yes
1035,768,Advanced Data Science,yes
1035,13780,Ethical and Social Implications of Data,yes
1035,12921,Business Intelligence,yes
1035,13781,Business Analytics,yes
1035,12921,,yes
1035,752,Data Analytics,yes
1035,957,Data at Scale,yes
1035,1000,,yes
1035,762,Parallel and Distributed Systems,yes
1035,763,,yes
1035,764,Advanced Database Systems,yes
1035,1001,,yes
1211,828,,yes
1211,829,Computing and Discrete Mathematics,yes
1211,755,Discrete Mathematics,yes
1211,13778,Introduction to Combinatorics,yes
1211,12921,Programming and Elementary Data Structures.,yes
1211,764,Computing and Statistics,yes
1211,767,Data Structures and Algorithms.,yes
1211,766,Introduction to Probability and Statistics.,yes
1211,758,The General Linear Model and Its Applications,yes
1211,1002,Machine learning and data mining ,yes
1211,13777,Machine Learning,yes
1211,278,Data Mining,yes
1211,12150,Data management and applications,yes
1211,12151,Database Management Systems,yes
1211,12154,Web Database and Information Systems,yes
1211,12157,Mathematical Modeling in Biology,yes
1211,12160,Introduction to Bioinformatics & Computational Biology,yes
1211,10705,Probabilistic Modeling in Bioinformatics,yes
1211,10706,Mathematical Modeling in Biology,yes
1211,7021,Topics in Biostatistics,yes
1211,13804,Introduction to Computer Security,yes
1211,6893,Computer Vision,yes
1211,2747,Autonomous Robotics,yes
1211,5252,Introduction to Algorithms,yes
1211,8079,Database Management Systems,yes
1211,11573,Web Database and Information Systems,yes
1211,10786,Introduction to Artificial Intelligence,yes
1211,10297,Data Science and Healthcare,yes
1211,5513,Data Science and Human Behavior and Emotion Analytics,yes
1211,1284,Machine Learning,yes
1211,2770,Information Retrieval,yes
1211,1045,Introduction to Optimization Methods,yes
1211,1053,Mathematical Modeling in Biology,yes
1211,1054,Probabilistic Modeling in Bioinformatics,yes
1211,1057,Computations in Probabilistic Modeling in Bioinformatics,yes
1211,1058,Web Archiving,yes
1211,1048,Information Visualization,yes
1211,1050,Information Retrieval,yes
1211,1051,Introduction to Quantitative Research Methods,yes
1211,1055,Introduction to Statistical Computing,yes
1211,1059,Introduction to Theoretical Statistics,yes
1211,1052,Topics in Biostatistics,yes
1211,1046,Introduction to Design of Experiments,yes
1211,1049,Survey Sampling Techniques,yes
1211,8530,Statistical Analysis of Financial Data,yes
1211,8533,Analysis of Time Series,yes
1211,8536,Probabilistic Modeling in Bioinformatics,yes
1211,8537,Computations in Probabilistic Modeling in Bioinformatics,yes
1116,9901,Statistics,yes
1116,11218,Foundations Health Informatics,yes
1116,1177,Human Factors and Usability Assessment,yes
1116,6525,Systems Design and Software Development,yes
1116,8001,Database Methods Clin Info Mgt,yes
1116,10259,Healthcare Data Analytics,yes
1116,8002,Med Vocab & Classif Systems,yes
1054,8003,Programming for Data Science,yes
1054,8005,Optimization Methods for Data Science,yes
1054,11201,Statistics for Data Science,yes
1054,8004,Introduction to Big Data,yes
1054,11202,Machine Learning,yes
1054,10276,,yes
1054,11209,,yes
1054,1159,,yes
1054,6719,,yes
1054,8582,,yes
1054,9812,,yes
1054,10247,,yes
1054,9821,,yes
1213,1163,,yes
1213,1166,Machine Learning for Systems Biology & Clinical Informatics,yes
1213,1167,Biomedical Signal and Image Analysis,yes
1213,1169,Applied Biostatistics I,yes
1213,1170,Applied Biostatistics II,yes
1213,1171,Applied Statistics I: Linear Regression,yes
1213,1172,High Throughput Molecular Genetic and Epigenetic Data Analysis,yes
1213,1173,Applied Data Analysis,yes
1213,1174,Machine Learning,yes
1213,1175,Advanced Database Management Systems,yes
1213,1176,Data Science and Predictive Analytics,yes
1213,2616,,yes
1213,11150,Scientific Methods for Health Sciences: Special Topics,yes
1213,9827,Learning from Health Data: Applied Data Science in Health,yes
1213,9829,Numerical Linear Algebra,yes
1213,7104,Advanced Statistical Methods I,yes
1213,9827,Advanced Statistical Methods II,yes
1213,9829,Networks: Theory and Application,yes
1213,2617,Information Retrieval,yes
1213,2618,Data Mining and Statistical Learning,yes
1213,8143,Applied Multivariate Analysis,yes
1213,7594,Big Data Management: Tools and Techniques,yes
1213,10767,Introduction to Bioinformatics and Computational Biology,yes
1213,5220,Biomedical Signal and Image Processing,yes
1213,7595,Machine Learning for Systems Biology and Clinical Informatics,yes
1213,13741,Statistical Computing,yes
1213,2920,,yes
1213,13717,Spatial Statistics,yes
1213,9476,Artificial Intelligence in Biomedical Engineering,yes
1213,7586,Introduction to Machine Learning,yes
1213,7587,Database Management Systems,yes
1213,11145,Advanced Signal Processing & Applications,yes
1213,7593,Computational Data Science,yes
1213,13742,,yes
1213,7217,Theoretical Machine Learning,yes
1213,7588,Probabilistic Analysis of Large Scale Systems,yes
1213,13738,Practical Machine Learning,yes
1213,8114,,yes
1213,7592,Unsupervised Feature Learning,yes
1213,6332,,yes
1213,7591,Current Topics in Databases,yes
1213,13740,,yes
1213,8192,Applied Data Analysis,yes
1213,7597,Introduction to Mathematical Modeling,yes
1213,13741,Scientific Methods for Health Sciences: Applied Inference,yes
1213,11509,Continuous Optimization Methods,yes
1213,7596,Natural Language Processing for Health,yes
1213,13739,,yes
1213,5227,Introduction to Numerical Methods,yes
1213,7590,Topics in Applied Mathematics,yes
1213,13751,Information visualization,yes
1213,7598,Data Mining – Methods and Applications,yes
1213,13738,Statistical Learning I – Regression,yes
1213,5209,Advanced Topics in Modeling and Data Analysis,yes
1213,7600,,yes
1213,13742,Advanced Big Data Analytics,yes
1213,11585,,yes
1213,7589,Applied Data Science for Engineers,yes
1213,13737,Network theory,yes
1213,2819,Computational Physics,yes
1213,7599,Programming I,yes
1213,13738,Exploratory data analysis,yes
1213,686,Information visualization,yes
1213,697,Data Mining – Methods and Applications,yes
1213,687,Applied Sampling,yes
1213,688,,yes
1213,689,Fundamentals of Computing and Data Display,yes
1213,694,,yes
1213,695,Statistical Methods I,yes
1213,701,,yes
1213,703,Statistical Methods II,yes
1213,704,,yes
1213,705,Applications of Statistical Modeling,yes
1213,706,,yes
1213,2819,Applied Business Analytics and Decisions,yes
1213,7599,,yes
1213,5227,Travel Behavior Analysis and Forecasting,yes
1213,7590,Cancer Risk and Epidemiology Modeling,yes
1213,5379,Microbial Informatics,yes
1213,7601,Applied Data Science with Python Specialization,yes
1213,6988,Applied Machine Learning in Python,yes
1213,2917,"Applied Plotting, Charting & Data Representation in Python",yes
1213,2897,Applied Social Network Analysis in Python,yes
1213,2900,Applied Text Mining in Python,yes
1213,6701,Data Science Ethics,yes
1213,2918,Introduction to Data Science in Python,yes
1213,2898,Practical Learning Analytics,yes
1213,6701,Programming for Everybody,yes
1213,2919,Survey Data Collection and Analytics Specialization,yes
1076,2899,Advanced Business Analytics with SAS,yes
1076,6701,Data Mining,yes
1076,8719,Spreadsheet Modeling and Simulation,yes
1076,9146,Management of Organizational Data,yes
1076,6701,Business Analysis Consulting,yes
1076,8085,Advanced Business Analytics,yes
1076,6701,Six Sigma and Total Quality Management,yes
1076,9499,Consulting in Finance,yes
1076,9145,Venture Capital and Investment Banking,yes
1076,12843,"Mergers, Acquisitions, and Corporate Control",yes
1076,9202,Consulting in Marketing,yes
1076,6700,Research Methods in Marketing Management,yes
1076,11604,Marketing Engineering,yes
1076,9221,Pricing Strategy and Analysis,yes
1097,10612,Introduction to Biomedical Informatics Research Methodology,yes
1097,9222,Representations and Algorithms for Computational Molecular Biology,yes
1097,10567,Data Driven Medicine,yes
1097,250,Translational Bioinformatics,yes
1129,8859,,yes
1129,9274,Calculus I,yes
1129,11152,Calculus II,yes
1129,8088,Honors Calculus I-II,yes
1129,9271,Calculus III,yes
1129,8089,Honors Calculus III,yes
1129,9271,Discrete Math ,yes
1129,13711,Linear Algebra,yes
1129,9274,Abstract Linear Alg.,yes
1129,12075,Statistics,yes
1129,6931,Chem. Fund,yes
1129,6773,Gen. Physics I ,yes
1129,10030,,yes
1129,12866,Applications in Eng.,yes
1129,6979,Intro. Computing in Eng.,yes
1129,6767,,yes
1129,8969,Expos. Writing,yes
1129,10774,Ethics & Social Context Elec. ,yes
1129,8907,,yes
1129,5529,Intro. Comp. Sci.,yes
1129,12963,Data Structures,yes
1129,2801,Machine Structure ,yes
1129,4971,Assembly-Language Prog.,yes
1129,5178,Intro Machine Learning & Data Mining,yes
1129,5007,,yes
1129,5008,Stat. Pat. Recog.,yes
1129,5009,,yes
1129,333,Algorithms,yes
1129,5387,Sr. Capstone Proj. I,yes
1129,12824,Sr. Capstone Proj. II,yes
1129,8043,Infrast. & Systems Elec.,yes
1129,5410,Data Anal. Interfaces Elec.,yes
1129,2264,Comp & Theor. Asp. Elec.,yes
1165,5387,Introduction to Mathematical Statistics,yes
1165,12824,Applied Regression Analysis,yes
1165,8043,Experimental Designs,yes
1165,5177,Statistical and Machine Learning,yes
1165,5410,Bayesian Statistics,yes
1165,5277,Economic Forecasting,yes
1165,2264,Econometrics I,yes
1165,2495,Econometrics II,yes
1165,2496,Applied Statistics for the Natural Sciences,yes
1165,2497,,yes
1165,2499,Quantitative Data Analysis,yes
1165,2500,"Project, Independent Study ",yes
1207,11739,Enterprise Business Intelligence,yes
1207,7120,Information Storage Management,yes
1088,7122,,yes
1088,9344,,yes
1088,9346,Profit-Focused Pricing,yes
1088,9347,Game Theory,yes
1088,9407,Applied Time Series,yes
1088,9447,Mathematics for Finance and Analytics,yes
1088,6176,Marketing Analytics,yes
1088,6182,Mobile Marketing and mCommerce,yes
1088,6183,,yes
1088,6537,Data Science Analysis with Python,yes
1088,3869,Database Management Systems,yes
1088,12043,R Programming,yes
1088,11395,Econometrics with R,yes
1088,1550,Machine Learning with R,yes
1160,5234,Data Analytics Program Structure,yes
1160,12892,Data Understanding and Preparation,yes
1160,11179,Data Visualization and Storytelling,yes
1160,2797,Advanced Analytics and Machine Learning,yes
1160,5265,,yes
1215,11380,Applied Statistical Modeling,yes
1215,8189,Management Science,yes
1215,11377,Applied Forecasting,yes
1215,11393,Decision Analysis,yes
1215,1298,System Simulation,yes
1215,13931,Data Mining for Business Applications,yes
1215,2255,,yes
1215,8150,Developing and Interpreting Financial Information,yes
1215,13957,Economic Analysis-Firm and Consumer,yes
1215,5365,Business Analytics Experience,yes
1215,10677,Finance Fundamentals and Value Creation,yes
1215,10679,Topics in Corporate Finance,yes
1215,10680,Corporate Valuation and Strategy,yes
1215,10678,"Investment Process, Analysis and Management",yes
1215,10671,Derivatives and Risk Management,yes
1215,10672,Topics in Investments and Capital Markets,yes
1215,10673,International Financial Management,yes
1215,10674,Graduate Research,yes
1215,10681,Graduate Seminar,yes
1215,10682,,yes
1215,10683,,yes
1215,10684,Human Resource Management,yes
1215,3853,Compensation and Human Resource Analytics,yes
1215,744,Organization Behavior,yes
1215,794,Business Analytics Experience,yes
1215,1185,International Dimensions of Management,yes
1215,10149,Graduate Research,yes
1215,2592,Graduate Seminar,yes
1215,2593,,yes
1215,2594,,yes
1215,6948,Computer and Information Systems,yes
1215,9176,Enterprise Architecture and Networking,yes
1215,9181,IT Policy and Security,yes
1215,12273,Business Analytics Experience,yes
1215,12065,Information Management,yes
1215,3912,Information Assurance,yes
1215,12276,Business Intelligence,yes
1215,9240,Information Systems Quality,yes
1215,9231,Graduate Research,yes
1215,9295,Graduate Seminar,yes
1215,3917,,yes
1215,12316,,yes
1215,12378,Marketing Management,yes
1215,7228,Graduate Marketing Research,yes
1215,9308,Business Analytics Experience,yes
1215,12319,Advanced Marketing Management,yes
1215,12386,Understanding Customers,yes
1215,11776,Advertising and Promotion,yes
1215,6948,Global Marketing,yes
1215,9176,Graduate Research,yes
1215,9181,Graduate Seminar,yes
1215,12273,,yes
1215,3912,,yes
1215,12065,Business Analytics Experience,yes
1215,12276,Computer Information Systems,yes
1215,9240,Operations Management,yes
1215,3917,Supply Chain Management,yes
1215,9231,Supply Chain Analytics,yes
1215,9295,Supply Chain Logistics Management,yes
1215,12316,Product Development and Technology Management,yes
1215,12319,Lean and Six Sigma,yes
1215,12378,Strategic Sourcing,yes
1215,9308,Information Technology in Supply Chain Management,yes
1215,12386,Graduate Research,yes
1215,6946,Graduate Seminar,yes
1162,12244,Introduction to Medical Informatics,yes
1162,12272,Data Science for Biomedical Research,yes
1162,1621,Introduction to Bioinformatics,yes
1162,12110,Biomedical Informatics Practicum,yes
1162,12275,Dissertation Research,yes
1162,1620,,yes
1162,12280,Ethics in Research,yes
1162,1620,Introduction to Functional Genomics,yes
1068,12315,Bioinformatics,yes
1068,1620,Bioinformatics Capstone Project,yes
1068,12318,Functional Genomics,yes
1068,6602,Molecular Phylogenetic Analysis,yes
1068,12111,Phylogenomics,yes
1068,12377,Molecular Genetics,yes
1068,6601,Genetic Statistics,yes
1068,12385,Stat Experimenters I,yes
1068,1621,Stat Experimenters II,yes
1068,12113,Statistical Computing,yes
1068,6946,Data Structures and Algorithms for Bioinformatics,yes
1068,9178,Intro to Database Systems,yes
1068,6702,Applications of Parallel Computing,yes
1068,9239,Interdisciplinary Workshops ,yes
1184,1620,Data and Decisions  formerly Business Analytics,yes
1184,9294,Data Management and Visual Analytics,yes
1184,1621,Advanced Analytics,yes
1184,9230,Data Programming in R,yes
1184,1621,Data Programming in Python,yes
1184,9307,Data Science,yes
1184,1620,Analytics Experience,yes
1184,3913,Business Communications,yes
1184,6600,Professional Development and Business Acumen,yes
1184,10925,Financial Analytics,yes
1184,7004,Text Analytics,yes
1184,10928,Big Data Management and Analytics,yes
1184,10929,Applied Optimization,yes
1184,8625,Information Visualization,yes
1184,10930,,yes
1184,13916,,yes
1184,10931,Healthcare Analytics,yes
1184,10932,,yes
1184,10933,Data Leadership and Management,yes
1184,9179,,yes
1214,10934,Database Systems,yes
1214,10935,Introduction to Big Data,yes
1214,8625,Big Data Analytics and Visualization,yes
1214,10926,Data Mining,yes
1214,13974,Intelligent Systems,yes
1214,10927,Data Mining for Business Applications,yes
1214,7722,Multivariate Statistics,yes
1214,9309,Applied Regression Analysis,yes
1214,10936,Data Analysis and Modeling,yes
1214,9183,Environmental Statistics,yes
1214,9232,Time Series Analysis,yes
1214,9241,Management Science,yes
1214,9296,Models of Operational Research,yes
1214,12253,Data Security and Privacy,yes
1214,12274,Multimedia Security & Forensics,yes
1214,12277,Information Science and Ethics,yes
1214,12317,,yes
1214,12320,Natural Language Processing,yes
1214,12379,Advanced Data Mining,yes
1214,12387,Artificial Intelligence,yes
1214,3909,Advanced AI,yes
1214,3914,Data Mining,yes
1214,8373,Fuzzy Systems,yes
1214,1215,Intelligent Systems,yes
1214,8955,Pattern Recognition & Neural Networks,yes
1214,7032,Advanced Intelligent Systems,yes
1214,11545,Optimization,yes
1214,11540,Engineering Risk-Benefit Analysis,yes
1214,8378,System Simulation,yes
1214,1216,Advanced Optimization,yes
1214,8957,Stochastic Processes,yes
1214,11542,Mathematical Modeling,yes
1214,8393,Matrix Computations,yes
1214,6728,Applied Regression Analysis,yes
1214,8904,Reliability & Survival Analysis,yes
1214,11543,Times Series Analysis,yes
1214,8386,,yes
1214,1217,Spatial Analysis & GIS,yes
1214,8958,Finance Fundamentals & Value Creation,yes
1214,7033,Clinical & Evidence-Based Medicine,yes
1214,11544,Project Management & Control,yes
1214,11541,Total Quality Management & Six Sigma,yes
1214,11546,Supply Chain Management,yes
1214,1218,Reliability Analysis,yes
1214,7034,Production and Operations Engineering,yes
1214,13798,Marketing Management,yes
1214,4932,Operations Management,yes
1214,8962,Supply Chain Management,yes
1214,10147,Reliability & Survival Analysis,yes
1214,10146,Times Series Analysis,yes
1214,6763,,yes
1214,6762,Applied Forecasting,yes
1214,6765,Decision Analysis,yes
1214,8963,System Simulation,yes
1214,9888,Financial Fundamentals & Value Creation,yes
1214,10145,Computer & Information Systems,yes
1214,10148,Marketing Management,yes
1214,3889,Operations Management,yes
1214,3924,,yes
1214,5034,Natural Language Processing,yes
1214,5036,Semantic Web,yes
1214,5037,Information Retrieval,yes
1214,5041,Security & Privacy in Cloud Computing,yes
1214,5043,Information Visualization & Multimedia Gaming,yes
1214,9194,Information Systems Analysis & Design,yes
1214,9199,Principles of Social Network Science,yes
1214,9200,Electronic Commerce,yes
1214,9219,Web Information Management,yes
1214,9233,Advanced Data Mining,yes
1214,12342,Introduction to Big Data,yes
1214,12299,Web Services,yes
1214,12343,User Interface Design & Analysis,yes
1214,11013,Advanced Data Management,yes
1214,11014,Interactive Media,yes
1214,12468,Multimedia Data Storage & Retrieval,yes
1214,4068,Multimedia Design Tools I,yes
1214,12471,Multimedia Design Tools II,yes
1214,12473,Cloud Computing,yes
1214,12474,Information Engineering,yes
1214,13211,Spatial Analysis & GIS,yes
1214,4070,Enterprise Information Systems,yes
1214,4071,Big Data Analytics & Visualization,yes
1214,4186,Information in Supply Chain Management,yes
1214,2946,Master's Project,yes
1214,4355,Analytics Experience Capstone,yes
1214,3241,Master's Project,yes
1214,4187,Capstone Project,yes
1206,4188,,yes
1206,9343,,yes
1206,325,"Business in Context: Markets, Technologies, Societies",yes
1206,326,Information Systems Theory I,yes
1206,327,Regression,yes
1206,12008,Quantitative Research,yes
1206,12472,,yes
1206,12585,Information Systems Theory II,yes
1206,1991,Decision Analysis,yes
1206,1993,Multivariate Statistics,yes
1206,1995,,yes
1206,2331,Advanced Data Mining and Predictive Models,yes
1206,11722,Optimization,yes
1206,1989,,yes
1206,7151,Big Data,yes
1206,1990,Doctoral Teaching Seminar,yes
1206,2101,,yes
1206,2102,,yes
1206,2103,,yes
1206,2104,Dissertation Research,yes
1206,2105,,yes
1206,2107,,yes
1206,2108,,yes
1206,2109,,yes
1206,2110,,yes
1206,2114,,yes
1206,2115,,yes
1206,2117,,yes
1206,2118,,yes
1206,2120,,yes
1206,2121,,yes
1206,2123,,yes
1206,2124,,yes
1206,2126,,yes
1136,2127,Statistical Data Management,yes
1136,2128,Adv Statistical Data Mgt,yes
1136,2130,Data Mining I,yes
1136,2131,Advanced Data Mining,yes
1136,2133,App Stat Mod Analytics II,yes
1136,2134,Science & Spreadsheet,yes
1136,2135,Adv App Model & Analysis,yes
1136,2136,Independent Study,yes
1136,2138,,yes
1177,2139,Statistical Foundations for Data Analytics,yes
1177,2140,Programming Foundations for Data Analytics,yes
1177,2143,Time Series Analysis,yes
1177,2145,Applied Regression Analysis,yes
1177,2147,Multivariate Analysis and Nonparametric Statistics,yes
1177,2148,Project Management,yes
1177,2149,Data Mining,yes
1177,2150,Database Management Systems,yes
1177,2151,Information Visualization,yes
1177,2152,,yes
1177,2153,,yes
1177,2154,Quantitative Analysis and Criminal Justice,yes
1177,2155,Predictive Analytics,yes
1177,2157,Big Data Analytics,yes
1177,2158,Mathematical Statistics,yes
1177,2159,Managerial Decision Making,yes
1177,2161,Decision Modeling,yes
